id,date,title,amount,transaction_type,category,category_group,special_tag,budget_impact,year,month,day_of_week
261,2022-11-02,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2022,11,Wednesday
262,2022-11-02,miếng dán bàn phím,10000,expense,Giải trí,Giải trí,,-10000,2022,11,Wednesday
263,2022-11-03,gửi xe cầu lông,5000,expense,Cầu lông,Thể thao,,-5000,2022,11,Thursday
264,2022-11-03,Mua đồ ăn big C,247000,expense,Ăn chính,Ăn uống,,-247000,2022,11,Thursday
265,2022-11-03,tiền chợ,50000,expense,Ăn chính,Ăn uống,,-50000,2022,11,Thursday
266,2022-11-03,gửi xe Big C,1000,expense,Tiện ích,Sinh hoạt,,-1000,2022,11,Thursday
267,2022-11-05,hủ tiếu,20000,expense,Ăn chính,Ăn uống,,-20000,2022,11,Saturday
268,2022-11-05,Trứng,30000,expense,Ăn chính,Ăn uống,,-30000,2022,11,Saturday
269,2022-11-05,nước suối,9000,expense,Tiện ích,Sinh hoạt,,-9000,2022,11,Saturday
270,2022-11-05,gửi xe LTRieng,3000,expense,Ăn chính,Ăn uống,,-3000,2022,11,Saturday
271,2022-11-06,gửi xe cyber,5000,expense,Học tập,Học tập,,-5000,2022,11,Sunday
272,2022-11-07,dưa leo,14000,expense,Ăn chính,Ăn uống,,-14000,2022,11,Monday
273,2022-11-07,sữa chua propy,21000,expense,Ăn chính,Ăn uống,,-21000,2022,11,Monday
274,2022-11-07,bột chiên gà,6000,expense,Ăn chính,Ăn uống,,-6000,2022,11,Monday
275,2022-11-08,thịt heo,41000,expense,Ăn chính,Ăn uống,,-41000,2022,11,Tuesday
276,2022-11-08,20 trứng vịt của kiên,60000,expense,Ăn chính,Ăn uống,,-60000,2022,11,Tuesday
277,2022-11-08,nội cho,500000,income,Gia đình,Thu nhập,,500000,2022,11,Tuesday
278,2022-11-08,mẹ cho thêm tiền ăn tới cuối tháng,500000,income,Gia đình,Thu nhập,,500000,2022,11,Tuesday
279,2022-11-09,dưa leo,10000,expense,Ăn chính,Ăn uống,,-10000,2022,11,Wednesday
280,2022-11-09,thịt vai heo,31000,expense,Ăn chính,Ăn uống,,-31000,2022,11,Wednesday
281,2022-11-09,bánh mì chia vs sang,11000,expense,Ăn chính,Ăn uống,,-11000,2022,11,Wednesday
282,2022-11-09,gửi xe big C,5000,expense,Ăn chính,Ăn uống,,-5000,2022,11,Wednesday
283,2022-11-09,dưa hấu,4000,expense,Ăn chính,Ăn uống,,-4000,2022,11,Wednesday
284,2022-11-09,cà chua,15000,expense,Ăn chính,Ăn uống,,-15000,2022,11,Wednesday
285,2022-11-10,gửi xe cầu lông,6000,expense,Cầu lông,Thể thao,,-6000,2022,11,Thursday
286,2022-11-11,xăng,68000,expense,Di chuyển,Sinh hoạt,,-68000,2022,11,Friday
287,2022-11-11,tiền cọc trọ quận 7,400000,expense,Nhà ở,Sinh hoạt,Monthly,-400000,2022,11,Friday
288,2022-11-11,nước suối chạy bộ,6000,expense,Ăn chính,Ăn uống,,-6000,2022,11,Friday
289,2022-11-11,cafe đá test quán M coffee,26000,expense,Cà phê,Ăn uống,,-26000,2022,11,Friday
290,2022-11-11,tiền chợ,70000,expense,Ăn chính,Ăn uống,,-70000,2022,11,Friday
291,2022-11-11,hủ tiếu,20000,expense,Ăn chính,Ăn uống,,-20000,2022,11,Friday
292,2022-11-11,gửi xe xem trọ,4000,expense,Nhà ở,Sinh hoạt,,-4000,2022,11,Friday
293,2022-11-12,tiền đền xe vision,21000,expense,Sự cố,Cá nhân,,-21000,2022,11,Saturday
294,2022-11-12,tiền nước,5000,expense,Ăn chính,Ăn uống,,-5000,2022,11,Saturday
295,2022-11-12,tiền cọc trọ quận 7,800000,expense,Nhà ở,Sinh hoạt,Monthly,-800000,2022,11,Saturday
296,2022-11-12,lipton chanh gần nhà vs chị Hương,19000,expense,Quan hệ xã hội,Xã hội,,-19000,2022,11,Saturday
297,2022-11-13,rút tiền,600,expense,Tiện ích,Sinh hoạt,,-600,2022,11,Sunday
298,2022-11-13,gửi xe cyber,5000,expense,Học tập,Học tập,,-5000,2022,11,Sunday
299,2022-11-13,phê đen thecoffee house,29000,expense,Cà phê,Ăn uống,,-29000,2022,11,Sunday
300,2022-11-14,xà lách,15000,expense,Ăn chính,Ăn uống,,-15000,2022,11,Monday
301,2022-11-14,bánh mì ăn sáng,21000,expense,Ăn chính,Ăn uống,,-21000,2022,11,Monday
302,2022-11-14,tiền kem đánh răng,15000,expense,Ăn chính,Ăn uống,,-15000,2022,11,Monday
303,2022-11-14,đậu đũa,8000,expense,Ăn chính,Ăn uống,,-8000,2022,11,Monday
304,2022-11-14,cà chua,15000,expense,Ăn chính,Ăn uống,,-15000,2022,11,Monday
305,2022-11-14,thịt gà,36000,expense,Ăn chính,Ăn uống,,-36000,2022,11,Monday
306,2022-11-14,sữa chua,21000,expense,Ăn chính,Ăn uống,,-21000,2022,11,Monday
307,2022-11-15,gửi xe hội chợ sách,3000,expense,Quan hệ xã hội,Xã hội,,-3000,2022,11,Tuesday
308,2022-11-15,sữa tươi,30000,expense,Ăn chính,Ăn uống,,-30000,2022,11,Tuesday
309,2022-11-15,dưa hấu chia nữa trái với luân,15000,expense,Ăn chính,Ăn uống,,-15000,2022,11,Tuesday
310,2022-11-15,cơm sườn,30000,expense,Ăn chính,Ăn uống,,-30000,2022,11,Tuesday
311,2022-11-16,Nước,5000,expense,Ăn chính,Ăn uống,,-5000,2022,11,Wednesday
312,2022-11-16,tiền quà của thảo,15000,expense,Quan hệ xã hội,Xã hội,,-15000,2022,11,Wednesday
313,2022-11-16,cafe vs đám hà,34000,expense,Quan hệ xã hội,Xã hội,,-34000,2022,11,Wednesday
314,2022-11-16,gửi xe đi chơi đám hà,10000,expense,Quan hệ xã hội,Xã hội,,-10000,2022,11,Wednesday
315,2022-11-16,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2022,11,Wednesday
316,2022-11-16,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2022,11,Wednesday
317,2022-11-17,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2022,11,Thursday
318,2022-11-17,cà chua,13000,expense,Ăn chính,Ăn uống,,-13000,2022,11,Thursday
319,2022-11-17,cafe the coffee house,29000,expense,Cà phê,Ăn uống,,-29000,2022,11,Thursday
320,2022-11-17,bánh mì kẹp,21000,expense,Ăn chính,Ăn uống,,-21000,2022,11,Thursday
321,2022-11-17,văn trả tiền trọ,297000,income,Anh em,Thu nhập,,297000,2022,11,Thursday
322,2022-11-18,miếng dán bàn phím,35000,expense,Tiện ích,Sinh hoạt,,-35000,2022,11,Friday
323,2022-11-18,thùng nước,5000,expense,Ăn chính,Ăn uống,,-5000,2022,11,Friday
324,2022-11-18,the coffee house,29000,expense,Cà phê,Ăn uống,,-29000,2022,11,Friday
325,2022-11-19,the coffee house,35000,expense,Cà phê,Ăn uống,,-35000,2022,11,Saturday
326,2022-11-20,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2022,11,Sunday
327,2022-11-20,chuối,8000,expense,Ăn chính,Ăn uống,,-8000,2022,11,Sunday
328,2022-11-20,filter gà,32000,expense,Ăn chính,Ăn uống,,-32000,2022,11,Sunday
329,2022-11-20,tiền nước,5000,expense,Ăn chính,Ăn uống,,-5000,2022,11,Sunday
330,2022-11-20,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2022,11,Sunday
331,2022-11-20,cà chua,16000,expense,Ăn chính,Ăn uống,,-16000,2022,11,Sunday
332,2022-11-20,mình xin tiền ăn đến cuối tháng,500000,income,Gia đình,Thu nhập,,500000,2022,11,Sunday
333,2022-11-21,bàn học,300000,expense,Tiện ích,Sinh hoạt,BigM,-300000,2022,11,Monday
334,2022-11-21,nhặt tiền dưới nhà gửi xe,100000,income,May mắn,Thu nhập,,100000,2022,11,Monday
335,2022-11-22,4 trái táo,19000,expense,Ăn chính,Ăn uống,,-19000,2022,11,Tuesday
336,2022-11-22,hùng tiền thùng nước,7000,expense,Ăn chính,Ăn uống,,-7000,2022,11,Tuesday
337,2022-11-22,xà lách,14000,expense,Ăn chính,Ăn uống,,-14000,2022,11,Tuesday
338,2022-11-22,bánh mì,21000,expense,Ăn chính,Ăn uống,,-21000,2022,11,Tuesday
339,2022-11-22,cơm nấm,16000,expense,Ăn chính,Ăn uống,,-16000,2022,11,Tuesday
340,2022-11-23,gói iCloud+ 50GB,19000,expense,Tiện ích,Sinh hoạt,Monthly,-19000,2022,11,Wednesday
341,2022-11-23,gửi xe cyber,5000,expense,Học tập,Học tập,,-5000,2022,11,Wednesday
342,2022-11-23,cơn sườn đêm,32000,expense,Ăn chính,Ăn uống,,-32000,2022,11,Wednesday
343,2022-11-24,nạp tiền điện thoại,10000,expense,Tiện ích,Sinh hoạt,,-10000,2022,11,Thursday
344,2022-11-24,coffee TCH,20000,expense,Cà phê,Ăn uống,,-20000,2022,11,Thursday
345,2022-11-25,cafe với tường em,35000,expense,Quan hệ xã hội,Xã hội,,-35000,2022,11,Friday
346,2022-11-25,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2022,11,Friday
347,2022-11-25,nạp tiền điện thoại,1000,expense,Tiện ích,Sinh hoạt,,-1000,2022,11,Friday
348,2022-11-25,gói 21G,59000,expense,Tiện ích,Sinh hoạt,,-59000,2022,11,Friday
349,2022-11-26,cafe với tường em,22000,expense,Cà phê,Ăn uống,,-22000,2022,11,Saturday
350,2022-11-26,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2022,11,Saturday
351,2022-11-26,cơm gà phạm văn hai,25000,expense,Ăn chính,Ăn uống,,-25000,2022,11,Saturday
352,2022-11-26,cơm nấm ministop,14000,expense,Ăn vặt,Ăn uống,,-14000,2022,11,Saturday
353,2022-11-27,thịt gà 500g,46000,expense,Ăn chính,Ăn uống,,-46000,2022,11,Sunday
354,2022-11-27,bánh mì kẹp,21000,expense,Ăn chính,Ăn uống,,-21000,2022,11,Sunday
355,2022-11-27,trứng gà,29000,expense,Ăn chính,Ăn uống,,-29000,2022,11,Sunday
356,2022-11-27,bánh mì que,18000,expense,Ăn chính,Ăn uống,,-18000,2022,11,Sunday
357,2022-11-27,cà chua,15000,expense,Ăn chính,Ăn uống,,-15000,2022,11,Sunday
358,2022-11-27,gửi xe cyber,5000,expense,Học tập,Học tập,,-5000,2022,11,Sunday
359,2022-11-28,tiền mua đồng phục shopeefood,450000,expense,Tiện ích,Sinh hoạt,BigM,-450000,2022,11,Monday
360,2022-11-28,gửi xe nhà sách,5000,expense,Ăn chính,Ăn uống,,-5000,2022,11,Monday
361,2022-11-29,phí rút tiền,550,expense,Tiện ích,Sinh hoạt,,-550,2022,11,Tuesday
362,2022-11-29,cơm phúc lọc thụ với luân,25000,expense,Ăn chính,Ăn uống,,-25000,2022,11,Tuesday
363,2022-11-30,gửi xe cyber,5000,expense,Học tập,Học tập,,-5000,2022,11,Wednesday
364,2022-11-30,xăng,60000,expense,Di chuyển,Sinh hoạt,,-60000,2022,11,Wednesday
365,2022-11-30,cơm sườn với luân,25000,expense,Ăn chính,Ăn uống,,-25000,2022,11,Wednesday
366,2022-11-30,rút tiền dùm luân,1100,expense,Tiện ích,Sinh hoạt,,-1100,2022,11,Wednesday
367,2022-12-01,mua đồ dùng cho phòng trọ mới,329000,expense,Tiện ích,Sinh hoạt,BigM,-329000,2022,12,Thursday
368,2022-12-01,mua trả tiền mua đồ,314000,income,Gia đình,Thu nhập,,314000,2022,12,Thursday
369,2022-12-02,đi net với nguyên,18000,expense,Quan hệ xã hội,Xã hội,,-18000,2022,12,Friday
370,2022-12-02,cơm gà nha mân,20000,expense,Ăn chính,Ăn uống,,-20000,2022,12,Friday
371,2022-12-02,cafe chỗ hớt tóc,10000,expense,Cà phê,Ăn uống,,-10000,2022,12,Friday
372,2022-12-02,xăng,70000,expense,Di chuyển,Sinh hoạt,,-70000,2022,12,Friday
373,2022-12-02,hớt tóc,30000,expense,Cơ thể,Thể thao,,-30000,2022,12,Friday
374,2022-12-02,tiền đi khám NVQS,47000,income,Lương,Thu nhập,,47000,2022,12,Friday
375,2022-12-02,mẹ cho tiền ăn sáng với đổ xăng,200000,income,Gia đình,Thu nhập,,200000,2022,12,Friday
376,2022-12-02,mẹ cho tiềm trọ vs ăn tháng 12,3000000,income,Gia đình,Thu nhập,,3000000,2022,12,Friday
377,2022-12-03,giữ xe chung cư,4000,expense,Nhà ở,Sinh hoạt,,-4000,2022,12,Saturday
378,2022-12-03,thẻ xe,50000,expense,Nhà ở,Sinh hoạt,,-50000,2022,12,Saturday
379,2022-12-03,giữ xe tháng 12,120000,expense,Nhà ở,Sinh hoạt,Monthly,-120000,2022,12,Saturday
380,2022-12-03,hủ tiếu,20000,expense,Ăn chính,Ăn uống,,-20000,2022,12,Saturday
381,2022-12-03,cafe dọc đường lên sg,10000,expense,Cà phê,Ăn uống,,-10000,2022,12,Saturday
382,2022-12-03,xăng,65000,expense,Di chuyển,Sinh hoạt,,-65000,2022,12,Saturday
383,2022-12-03,thùng nước 5 lít,24000,expense,Tiện ích,Sinh hoạt,,-24000,2022,12,Saturday
384,2022-12-03,tiền phòng,2100000,expense,Nhà ở,Sinh hoạt,Monthly,-2100000,2022,12,Saturday
385,2022-12-03,thẻ thang máy,50000,expense,Nhà ở,Sinh hoạt,,-50000,2022,12,Saturday
386,2022-12-03,cơm sườn chị mai,20000,expense,Ăn chính,Ăn uống,,-20000,2022,12,Saturday
387,2022-12-03,mẹ cho tiền đi đường,100000,income,Gia đình,Thu nhập,,100000,2022,12,Saturday
388,2022-12-04,chuối sim,22000,expense,Ăn chính,Ăn uống,,-22000,2022,12,Sunday
389,2022-12-04,cơm sườn gần chỗ mua bếp,25000,expense,Ăn chính,Ăn uống,,-25000,2022,12,Sunday
390,2022-12-04,bánh mì 2ổ,5000,expense,Ăn chính,Ăn uống,,-5000,2022,12,Sunday
391,2022-12-04,cơm gà phạm văn hai,25000,expense,Ăn chính,Ăn uống,,-25000,2022,12,Sunday
392,2022-12-04,bếp hồng ngoại,300000,expense,Tiện ích,Sinh hoạt,BigM,-300000,2022,12,Sunday
393,2022-12-04,gửi xe cyber,5000,expense,Học tập,Học tập,,-5000,2022,12,Sunday
394,2022-12-04,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2022,12,Sunday
395,2022-12-04,cafe chung vs bánh mì,10000,expense,Cà phê,Ăn uống,,-10000,2022,12,Sunday
396,2022-12-04,bánh mì,15000,expense,Ăn chính,Ăn uống,,-15000,2022,12,Sunday
397,2022-12-05,gửi xe bưu điện hcm,6000,expense,Học tập,Học tập,,-6000,2022,12,Monday
398,2022-12-05,vỏ thùng nước,35000,expense,Tiện ích,Sinh hoạt,,-35000,2022,12,Monday
399,2022-12-05,thùng nước,13000,expense,Tiện ích,Sinh hoạt,,-13000,2022,12,Monday
400,2022-12-05,cơm sườn gần nhà,33000,expense,Ăn chính,Ăn uống,,-33000,2022,12,Monday
401,2022-12-05,tiền lương tháng 11 quán cà phê đá,2143000,income,Lương,Thu nhập,,2143000,2022,12,Monday
402,2022-12-06,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2022,12,Tuesday
403,2022-12-06,tiền điện tháng 12,150000,expense,Nhà ở,Sinh hoạt,,-150000,2022,12,Tuesday
404,2022-12-06,card đt 10k,10000,expense,Tiện ích,Sinh hoạt,,-10000,2022,12,Tuesday
405,2022-12-06,vĩ nướng,20000,expense,Tiện ích,Sinh hoạt,,-20000,2022,12,Tuesday
406,2022-12-06,bánh mì kẹp,21000,expense,Ăn chính,Ăn uống,,-21000,2022,12,Tuesday
407,2022-12-06,gạo,77000,expense,Ăn chính,Ăn uống,,-77000,2022,12,Tuesday
408,2022-12-06,thịt gà,30000,expense,Ăn chính,Ăn uống,,-30000,2022,12,Tuesday
409,2022-12-06,nồi cơm,260000,expense,Nhà ở,Sinh hoạt,BigM,-260000,2022,12,Tuesday
410,2022-12-06,nước suối 1.5l,10000,expense,Tiện ích,Sinh hoạt,,-10000,2022,12,Tuesday
411,2022-12-06,cơm trưa,33000,expense,Ăn chính,Ăn uống,,-33000,2022,12,Tuesday
412,2022-12-06,tiền chạy shopee,105000,income,Lương,Thu nhập,,105000,2022,12,Tuesday
413,2022-12-07,cơm sườn bên kia cầu,30000,expense,Ăn chính,Ăn uống,,-30000,2022,12,Wednesday
414,2022-12-07,xăng,60000,expense,Di chuyển,Sinh hoạt,,-60000,2022,12,Wednesday
415,2022-12-07,gửi xe cyber,5000,expense,Học tập,Học tập,,-5000,2022,12,Wednesday
416,2022-12-07,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2022,12,Wednesday
417,2022-12-08,thuốc sổ lải,20000,expense,Cơ thể,Thể thao,,-20000,2022,12,Thursday
418,2022-12-08,khổ trang,35000,expense,Tiện ích,Sinh hoạt,,-35000,2022,12,Thursday
419,2022-12-08,dưa leo,15000,expense,Ăn chính,Ăn uống,,-15000,2022,12,Thursday
420,2022-12-08,dầu gọi đầu,16000,expense,Tiện ích,Sinh hoạt,,-16000,2022,12,Thursday
421,2022-12-08,sữa 1l,28500,expense,Ăn chính,Ăn uống,,-28500,2022,12,Thursday
422,2022-12-08,fillet gà,44000,expense,Ăn chính,Ăn uống,,-44000,2022,12,Thursday
423,2022-12-08,trứng gà,28500,expense,Ăn chính,Ăn uống,,-28500,2022,12,Thursday
424,2022-12-08,sạn gỗ,33000,expense,Tiện ích,Sinh hoạt,,-33000,2022,12,Thursday
425,2022-12-08,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2022,12,Thursday
426,2022-12-08,tiền chạy,74660,income,Lương,Thu nhập,,74660,2022,12,Thursday
427,2022-12-09,đồng hồ để bàn,96500,expense,Tiện ích,Sinh hoạt,,-96500,2022,12,Friday
428,2022-12-09,cơm chung với tường,35000,expense,Ăn chính,Ăn uống,,-35000,2022,12,Friday
429,2022-12-09,gửi xe vạn hạnh mall,5000,expense,Quan hệ xã hội,Xã hội,,-5000,2022,12,Friday
430,2022-12-09,chảo chóng dính,41500,expense,Tiện ích,Sinh hoạt,,-41500,2022,12,Friday
431,2022-12-09,cafe M coffee,28000,expense,Cà phê,Ăn uống,,-28000,2022,12,Friday
432,2022-12-09,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2022,12,Friday
433,2022-12-09,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2022,12,Friday
434,2022-12-09,18h30-20h40,66565,income,Lương,Thu nhập,,66565,2022,12,Friday
435,2022-12-10,cafe HL,29000,expense,Quan hệ xã hội,Xã hội,,-29000,2022,12,Saturday
436,2022-12-10,cà chua,10000,expense,Ăn chính,Ăn uống,,-10000,2022,12,Saturday
437,2022-12-10,táo,18000,expense,Ăn chính,Ăn uống,,-18000,2022,12,Saturday
438,2022-12-10,bành mì,21000,expense,Ăn chính,Ăn uống,,-21000,2022,12,Saturday
439,2022-12-10,card điện thoại,10000,expense,Tiện ích,Sinh hoạt,,-10000,2022,12,Saturday
440,2022-12-10,chuối,15000,expense,Ăn chính,Ăn uống,,-15000,2022,12,Saturday
441,2022-12-10,10-Dec,61160,income,Lương,Thu nhập,,61160,2022,12,Saturday
442,2022-12-11,card đt,10000,expense,Tiện ích,Sinh hoạt,,-10000,2022,12,Sunday
443,2022-12-11,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2022,12,Sunday
444,2022-12-11,11-Dec,74364,income,Lương,Thu nhập,,74364,2022,12,Sunday
445,2022-12-12,thùng nước,15000,expense,Tiện ích,Sinh hoạt,,-15000,2022,12,Monday
446,2022-12-12,cơm sườn,30000,expense,Ăn chính,Ăn uống,,-30000,2022,12,Monday
447,2022-12-13,cà chua,25000,expense,Ăn chính,Ăn uống,,-25000,2022,12,Tuesday
448,2022-12-13,fillet gà,43860,expense,Ăn chính,Ăn uống,,-43860,2022,12,Tuesday
449,2022-12-13,bánh mì kẹp,21000,expense,Ăn chính,Ăn uống,,-21000,2022,12,Tuesday
450,2022-12-13,chuối,10000,expense,Ăn chính,Ăn uống,,-10000,2022,12,Tuesday
451,2022-12-13,sữa tươi,29700,expense,Ăn chính,Ăn uống,,-29700,2022,12,Tuesday
452,2022-12-13,xà lách,13410,expense,Ăn chính,Ăn uống,,-13410,2022,12,Tuesday
453,2022-12-13,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2022,12,Tuesday
454,2022-12-13,táo,14030,expense,Ăn chính,Ăn uống,,-14030,2022,12,Tuesday
455,2022-12-13,sữa chua,21000,expense,Ăn chính,Ăn uống,,-21000,2022,12,Tuesday
456,2022-12-13,cafe dọc đường,12000,expense,Cà phê,Ăn uống,,-12000,2022,12,Tuesday
457,2022-12-13,13-Dec,111710,income,Lương,Thu nhập,,111710,2022,12,Tuesday
458,2022-12-14,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2022,12,Wednesday
459,2022-12-14,dĩa hướng dương,10000,expense,Quan hệ xã hội,Xã hội,,-10000,2022,12,Wednesday
460,2022-12-14,cafe sáng,13000,expense,Cà phê,Ăn uống,,-13000,2022,12,Wednesday
461,2022-12-14,trà tắc,25000,expense,Quan hệ xã hội,Xã hội,,-25000,2022,12,Wednesday
462,2022-12-16,táo,32600,expense,Ăn chính,Ăn uống,,-32600,2022,12,Friday
463,2022-12-16,mì hảo hảo,7400,expense,Ăn chính,Ăn uống,,-7400,2022,12,Friday
464,2022-12-16,mì 3 miền,4000,expense,Ăn chính,Ăn uống,,-4000,2022,12,Friday
465,2022-12-16,sữa tươi,31000,expense,Ăn chính,Ăn uống,,-31000,2022,12,Friday
466,2022-12-16,bánh mì mè đen,6000,expense,Ăn chính,Ăn uống,,-6000,2022,12,Friday
467,2022-12-16,mẹ cho tiền thêm tháng 12,1179000,income,Gia đình,Thu nhập,,1179000,2022,12,Friday
468,2022-12-17,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2022,12,Saturday
469,2022-12-17,cafe,15000,expense,Cà phê,Ăn uống,,-15000,2022,12,Saturday
470,2022-12-18,thùng nước,15000,expense,Tiện ích,Sinh hoạt,,-15000,2022,12,Sunday
471,2022-12-18,18-Dec,95768,income,Lương,Thu nhập,,95768,2022,12,Sunday
472,2022-12-19,giấy A0,11000,expense,Tiện ích,Sinh hoạt,,-11000,2022,12,Monday
473,2022-12-19,card đt,10000,expense,Tiện ích,Sinh hoạt,,-10000,2022,12,Monday
474,2022-12-19,"photo, tài liệu, dopamine nation",60000,expense,Học tập,Học tập,,-60000,2022,12,Monday
475,2022-12-19,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2022,12,Monday
476,2022-12-19,cafe,15000,expense,Cà phê,Ăn uống,,-15000,2022,12,Monday
477,2022-12-19,xào đồ,143000,expense,Nhà ở,Sinh hoạt,BigM,-143000,2022,12,Monday
478,2022-12-19,bo,22000,income,Lương,Thu nhập,,22000,2022,12,Monday
479,2022-12-19,5h30-8h30,58360,income,Lương,Thu nhập,,58360,2022,12,Monday
480,2022-12-20,dưa leo,13000,expense,Ăn chính,Ăn uống,,-13000,2022,12,Tuesday
481,2022-12-20,trứng gà,28500,expense,Ăn chính,Ăn uống,,-28500,2022,12,Tuesday
482,2022-12-20,kem đánh răng,30000,expense,Tiện ích,Sinh hoạt,,-30000,2022,12,Tuesday
483,2022-12-20,thịt gà,45000,expense,Ăn chính,Ăn uống,,-45000,2022,12,Tuesday
484,2022-12-20,cafe,15000,expense,Cà phê,Ăn uống,,-15000,2022,12,Tuesday
485,2022-12-20,chanh không hạt,7500,expense,Ăn chính,Ăn uống,,-7500,2022,12,Tuesday
486,2022-12-20,táo,20000,expense,Ăn vặt,Ăn uống,,-20000,2022,12,Tuesday
487,2022-12-21,nước vỉa hè nhà thờ đức bà với tường em,30000,expense,Quan hệ xã hội,Xã hội,,-30000,2022,12,Wednesday
